date sighted,date reported,duration,city,state,geocode score,geocode precision,latitude,longitude
20050605,20050618,20 TO 30 SEC., Seattle/Tukwila, WA,0.755,zip,-24.1166667,148.4166667
20040608,20040628,30 seconds, Albuquerque/Houston (inflight, halfway b/t),0.775,zip,35.0844909,-106.6511367
20020407,20020408,1mn, Montreal (Canada), PQ,0.776,zip,60.0,-96.0
19911101,20050720,2 hours, Niles, MI,0.857,zip,42.0189191,-87.8028402
20001015,20001018,10 Minutes, New Castle, PA,0.857,zip,-32.9271483615446,151.776466369629
19931228,20050718,5 min., Topton, MS,0.776,zip,8.6463889,123.4208333
20010818,20010818,40 seconds, Columbia, MO,0.804,zip,6.9319444,79.8477778
20070526,20070529,20 minutes, Wilmington, NC,0.857,zip,34.2257256,-77.9447102
20040317,20040321,5 mins, Kirkby in Ashfield (Nottingham) (UK/England),,0.755,zip,52.9536023000285,-1.15047454833984
19710801,20060924,30 Minutes, Goldsmith, TX,0.857,zip,31.9806732,-102.6151505
20000804,20000805,10 min., Diamond Bar, CA,0.743,zip,27.0833333,85.0833333
20080417,20080429,30 seconds, North Branch, MN,0.753,zip,40.8273195113456,-73.9235687255859
20061024,20061025,10-15 seconds, Mercer Island, WA,0.714,zip,48.1331513,-122.5846041
20081230,20081230,3 minutes, Littlehampton (UK/England),,0.799,zip,50.8069110477336,-0.537815093994141
20011201,20011208,10 minutes, Albuquerque, NM,0.857,zip,35.0844909,-106.6511367
19890906,20031104,20-25 sec., Bellevue, WA,0.857,zip,47.610377,-122.2006786
20000311,20000311,5 minutes, Citrus Heights, CA,0.857,zip,38.7071247,-121.2810611
20020101,20061209,20 seconds, Sheffield (South Yorkshire) (UK/England),,0.777,zip,53.45,-1.25
19740615,20050110,10 seconds, Davao (Philippines),,0.759,zip,7.0730556,125.6127778
20090515,20090517,30 Seconds, Livermore, CA,0.857,zip,37.6818745,-121.7680088
20040515,20040607,2 hours, Hanna City, IL,0.778,zip,21.0333333,105.85
20060812,20060828,5-10 minutes, Peterborough (Canada), ON,0.762,zip,60.0,-96.0
19950325,19950507,, Burien, WA,0.762,zip,49.1952226735148,16.6079592704773
20081231,20090101,5 minutes, El Cajon, CA,0.857,zip,32.7947731,-116.9625269
20080610,20080610,5-6 minutes, Daytona Beach, FL,0.75,zip,35.5833333,-5.5
20050221,20070116,45 MINS, Phoenix, AZ,0.857,zip,33.4483771,-112.0740373
20070814,20070816,1 minute, Littleton, NH,0.857,zip,39.613321,-105.0166498
20011026,20011026,5 seconds, Burbank, CA,0.857,zip,34.1808392,-118.3089661
20000630,20061006,2 minutes, Buffalo, NY,0.857,zip,42.8864468,-78.8783689
20010421,20010424,10 minutes, Oakdale, CA,0.776,zip,13.6333333,-86.4833333
20050627,20060415,1-3 minets, Colorado Springs, CO,0.79,zip,39.0002698,-105.5008327
19790715,19990513,1 hour, La Habra, CA,0.816,zip,22.8344444,88.6275
20070607,20070614,15 seconds, Popping Rock, KY,0.74,zip,52.3833333,7.7166667
20040609,20040609,15 mins, San Leandro, CA,0.743,zip,34.2583333,108.9286111
20060818,20060819,10 minutes, Polegate (UK/England),,0.748,zip,12.3,78.0833333
20060509,20060509,2 minutes, San Jose, CA,0.735,zip,34.2583333,108.9286111
19991215,19991215,8 minutes, Mountain Grove/Cabool, MO,0.767,zip,47.0002454,-109.7510212
19810605,20070310,10 sec, Myrtle Beach, NC,0.74,zip,10.3158333,9.8441667
20010711,20010712,6 seconds, Orange, CA,0.857,zip,33.7877945,-117.8531119
20020106,20020107,30secs, Fallbrook, CA,0.857,zip,33.3764196,-117.2511466
19980412,20080129,7 mins, Level Cross, NC,0.729,zip,34.3877778,47.0580556
20040210,20040210,3 SECONDS, Mansfield, OH,0.857,zip,53.1333333,-1.2
20050513,20050514,20 minutes, Blasdell, NY,0.857,zip,42.797281,-78.8233661
20010820,20010820,2 minuets, Edge, TX,0.786,zip,47.252731960893,8.44845064312666
20051127,20051130,4 seconds, Highland Park, MI,0.726,zip,9.35,2.6166667
19991012,19991013,10 minutes, Scottsdale, AZ,0.792,zip,13.0833333,5.25
19980622,19990131,3-4 minutes, Austin, TX,0.857,zip,30.267153,-97.7430608
20090214,20090214,10 minuets +, Morden, Surrey (UK/England),0.81,zip,34.1983333,72.0458333
20001005,20001005,15-20 minutes, Snohomish, WA,0.8,zip,48.0498261,-121.7179007
20100529,20100529,20, Oregon City, OR,0.8,zip,44.0001313,-120.5013876
20001231,20010114,4-6 hours, Anchorage, AK,0.857,zip,61.2180556,-149.9002778
20050220,20050221,a few secs?, Daejon (South Korea),,0.732,zip,30.05,31.25
20100212,20100212,several days, Topeka, KS,0.762,zip,-6.4,106.8186111
19640804,20040813,1 hour, Boston, MA,0.857,zip,42.3584308,-71.0597732
20100623,20100623,1/2 hour, Ogden, UT,0.857,zip,41.223,-111.9738304
19891001,20040716,10sec., Carmichael, CA,0.857,zip,38.617127,-121.3282843
20010915,20010918,5 seconds, Tampa/Nashville (to) (Flight from), GA,0.742,zip,33.9,-6.33
19960624,19960626,, Redmond, WA,0.857,zip,47.6739882,-122.121512
20040305,20040305,4-5 minutes, Elizabethton, TN,0.821,zip,40.6639916,-74.2107006
20030728,20030831,1 hour, Kamloops to Kimberley (Canada), BC,0.749,zip,60.0,-96.0
19991015,19991020,maybe 30 min., Conconully (Conconully Lake), WA,0.732,zip,18.1988889,120.5936111
20041215,20041215,5 seconds, Poole, Dorset (UK/England),0.771,zip,-0.9016667,119.8597222
20061226,20061226,4-5 seconds, Lafayette, LA,0.857,zip,30.2240897,-92.0198427
20041005,20041029,4 seconds, Indian Shores, FL,0.786,zip,40.0003166,-86.2502707
19991231,20000108,10mins, Keys/Ceres (between), CA,0.741,zip,35.3747222,139.9225
19790515,19980331,2 hours, San Antonio, TX,0.743,zip,34.2583333,108.9286111
19951002,19951003,, Garberville, CA,0.766,zip,49.8005034536541,15.5718722566672
19970803,19970819,5 minutes, Sand Springs (15-20mi. E/SE of), MT,0.734,zip,25.5,69.0
20031022,20031022,3 minutes, Houston (Canada), BC,0.78,zip,60.0,-96.0
19961006,20040410,45 MINUTES, Fire Island (Long Island), NY,0.786,zip,40.8167651,-73.0662203
20071214,20071231,30 minutes, Braintree, VT,0.857,zip,51.8833333,0.5666667
20081109,20081109,30 min, Waverly, TN,0.857,zip,42.7392018,-84.620815
20020803,20020804,10-12 min, Chula Vista, CA,0.857,zip,32.6400541,-117.0841955
20061125,20061129,10 sec., Cumming, GA,0.755,zip,46.2197222,14.6094444
20050628,20050708,5 minutes, Australia,,0.764,zip,-35.5,149.0
20000215,20061101,15 seconds, Petrified Forest National Park, AZ,0.751,zip,46.3,16.2666667
20000406,20000410,5-10 seconds, San Antonio, TX,0.743,zip,34.2583333,108.9286111
20060826,20060830,3 min, Apple Valley (Panoche Road), CA,0.74,zip,42.9422222,126.0561111
20000810,20030928,3 minutes, West Danville, VT,0.81,zip,36.5859718,-79.3950228
20060525,20060707,0:30, Campos dos Goytacazes (Brazil),,0.731,zip,-15.77972,-47.92972
20030301,20030302,30-45 min, Bangor Submarine Base, WA,0.737,zip,11.85,-15.5833333
19991120,19991121,2 minutes, Bellflower, CA,0.857,zip,33.8816819,-118.1170117
20030914,20030920,1 hour, Honolulu, HI,0.857,zip,21.3069444,-157.8583333
20050215,20050222,5 minutes, Lloydminster (Alberta, Canada),0.767,zip,52.283328931,-117.469001862
20081112,20081113,2seconds, Long Beach, CA,0.857,zip,33.7669623,-118.1892348
19980601,20090311,8 seconds, Ellensburg, WA,0.857,zip,46.9965144,-120.5478474
20031028,20031028,5 min., New York City (Manhattan), NY,0.764,zip,43.0003472,-75.4998978
20080606,20080609,two or three seconds, Mukwonago, WI,0.857,zip,42.8666803,-88.3334274
19720701,20041213,45 seconds, Salt Lake, UT,0.796,zip,40.6255033,-111.8763236
20000805,20000805,15 minutes, Lake Havasu City, AZ,0.755,zip,34.7614289625356,135.515670776367
19981209,19981209,one minute, Jerseyville (north of), IL,0.722,zip,8.15,4.7166667
20001013,20001110,around 1 min., Clyde, TX,0.714,zip,23.7333333,86.85
20070620,20070624,3 minutes, Keizer, OR,0.776,zip,38.736946065676,35.496826171875
20021012,20021013,3min., San Francisco, CA,0.738,zip,34.2583333,108.9286111
19920630,20051026,2-3 minutes, Cortlandt Manor, NY,0.735,zip,31.6362673313256,-7.9851177697402
19761225,20070116,3 minutes, Winslow, ME,0.857,zip,35.0241873,-110.6973571
19681215,20040118,Unknown, Hollywood, CA,0.857,zip,34.0983425,-118.3267434
20010812,20010811,15-30 sec., Halifax (Canada), NS,0.78,zip,60.0,-96.0
20080820,20080820,45 minutes, Grand Forks AFB, ND,0.769,zip,37.1881683871318,-3.60666990280151
20041116,20041117,one hour, Ellicott City, MD,0.738,zip,34.7614289625356,135.515670776367
19800601,20021123,2 minutes, Ladue, MO,0.743,zip,27.7344444,111.9944444
20051015,20051214,20 minutes, Gleason, WI,0.776,zip,16.4333333,103.5
20061002,20061003,10 minutes, New York City (Brooklyn), NY,0.767,zip,43.0003472,-75.4998978
20020518,20030320,20+ minutes, Oley Valley, PA,0.743,zip,65.0123597169644,25.4681646823883
20061112,20061112,about 1 minute, Long Beach, CA,0.857,zip,33.7669623,-118.1892348
20080316,20080423,35 secs, Little Rock, IA,0.857,zip,34.7464809,-92.2895948
20040915,20090130,45 minutes, Jamestown, ND,0.857,zip,42.0970023,-79.2353259
20070313,20070315,1 minute, Whitby (Canada), ON,0.786,zip,60.0,-96.0
20060214,20060215,15min., Ellinwood, KS,0.857,zip,38.3555675,-98.5809106
20000823,20000823,10 minutes total, Bouse, AZ,0.762,zip,11.85,-15.5833333
19780601,20001005,15min, Columbia, SC,0.804,zip,6.9319444,79.8477778
20030725,20030725,7 minutes, Palm Harbor, FL,0.786,zip,39.5693907933761,2.65023708343506
19500630,20080119,2-3 seconds, Florence (??), CO,0.857,zip,43.7666667,11.25
20090918,20090918,15:00, Boise, ID,0.762,zip,11.85,-15.5833333
20020724,20020730,5-10 seconds, Albany, NY,0.857,zip,42.6525793,-73.7562317
20031130,20031130,1 Hour (so far), Rockford, IL,0.857,zip,42.2711311,-89.0939952
20000805,20000812,, Bothell, WA,0.796,zip,-26.45,29.4666667
20070116,20070118,4 seconds, Burbank, CA,0.857,zip,34.1808392,-118.3089661
20060223,20060227,15 MINUTES, Sahuarita, AZ,0.762,zip,59.438950179438,9.33405624843714
20080211,20080211,hours, Galena, KS,0.735,zip,22.3166667,114.1833333
19970301,20100531,a few hours, Commerce City, CO,0.738,zip,34.7614289625356,135.515670776367
20010829,20010829,30 - 45 seconds, Omaha, NE,0.857,zip,41.2586096,-95.937792
20091002,20091003,5 mins, Dandridge, TN,0.762,zip,50.9666667,3.4166667
19990813,19990813,1 min., Westby, WI,0.837,zip,19.3666667,-81.4166667
20040823,20050624,20 minutes, Pidgeon Lake (Canada), AB,0.765,zip,60.0,-96.0
20080101,20080101,5 minutes, La Jolla, CA,0.776,zip,6.05,121.0166667
19990918,19990918,1 to 2 Minutes, Seattle, WA,0.857,zip,47.6062095,-122.3320708
19550701,20050228,10 seconds, Dierks, AR,0.735,zip,39.93042,18.355332
20090409,20090420,, Brainerd, MN,0.778,zip,46.6805556,113.2791667
20060518,20070313,5 minutes, Gulf  Shores, AL,0.757,zip,29.615,52.5383333
20020721,20020720,about 30secs, San Gwann (Malta),,0.736,zip,34.2583333,108.9286111
19970605,19970615,1 minute, Hayward, CA,0.857,zip,37.6688205,-122.0807964
20030815,20050904,10 minutes, Ashford, WA,0.857,zip,51.1333333,0.8833333
19991208,19991221,5 minutes, Millersburg, MO,0.857,zip,40.5545071,-81.9179198
20041013,20041014,5 minutes, New Rochelle, NY,0.857,zip,40.9114882,-73.7823549
19781130,19990317,5 min., Deer Park, WA,0.732,zip,9.35,2.6166667
19680301,20050907,2 mins, New York City, NY,0.805,zip,43.0003472,-75.4998978
20041108,20041108,10-15 min, St. Peter, MN,0.776,zip,10.4833333,-66.8166667
20060819,20060821,15-20 seconds, Fargo, ND,0.857,zip,46.8771863,-96.7898034
20100703,20100705,5 min, Austintown, OH,0.857,zip,41.1017247,-80.7645239
19751115,20070923,10 Minutes, Newburgh, NY,0.857,zip,41.5034271,-74.0104179
20041018,20041025,5 minutes, Fairfax, CA,0.857,zip,38.8462236,-77.3063733
19880816,20060613,5 mins, Dudley (UK/England),,0.771,zip,52.5,-2.0833333
20100204,20100204,still going on, Witney, Oxfordshire (UK/England),0.81,zip,51.4333333,7.3333333
19990829,19990913,1 min, Manitowoc Rapids, WI,0.8,zip,44.0666605,-87.8000886
19491010,20040410,45 minutes, San Marcos, TX,0.73,zip,34.2583333,108.9286111
20100315,20100315,4 min, Erie,,0.786,zip,53.0,-8.0
20081023,20081023,3 secands, El Paso, TX,0.857,zip,31.7587198,-106.4869314
20021129,20021209,night, Hereford, TX,0.769,zip,39.5501074,-76.2996802
20041221,20041228,Ongoing, St. Paul, MN,0.738,zip,34.7614289625356,135.515670776367
19970918,20010616,10-15 sec, Doha (Qatar),,0.778,zip,25.2866667,51.5333333
20100704,20100707,1:30 min., Ipswich, SD,0.857,zip,52.0546544307833,1.15699768066406
20030823,20030824,10 minutes, Montebello, CA,0.857,zip,34.009457,-118.1053467
19700115,19990224,1 hour, Hemet, CA,0.857,zip,33.7475203,-116.9719684
20040423,20040502,2min, Coram, NY,0.829,zip,40.5,34.75
19960216,19960302,5 sec., Cashmere, WA,0.804,zip,35.2363889,58.4819444
19890501,20060501,all night, Tuttle, OK,0.762,zip,52.5,-2.0833333
20091012,20091101,caught the end, Bishop, WV,0.857,zip,37.3635404,-118.3951101
20050824,20071114,30-60 seconds, Edmonton (Canada), AB,0.776,zip,60.0,-96.0
19950202,19950203,2 min (?), Traverse City, MI,0.75,zip,34.7614289625356,135.515670776367
20010102,20010106,unknown, Southeastern, NH,0.914,zip,-37.5,130.0
20051215,20051213,Driving in the car, Santa Barbara, CA,0.738,zip,25.5,69.0
19971215,20031018,10 Seconds, Salida, CA,0.81,zip,-24.7833333,-65.4166667
20090920,20090920,1, Wantagh, NY,0.857,zip,40.6837121,-73.5101258
19520715,20000303,, Ushuaia (Argentina),,0.731,zip,-34.0,-64.0
20000321,20000321,15 MIN, St. Cloud, FL,0.735,zip,34.7614289625356,135.515670776367
20040912,20040913,30 minutes, Lead, SD,0.771,zip,27.7344444,111.9944444
20010504,20010505,10 secounds, Indianola, MS,0.857,zip,41.3580484,-93.5574376
19460701,20080520,10 seconds +/-, South Portland, ME,0.802,zip,45.5234515,-122.6762071
20031015,20040409,2 or 3 minutes, Chiefland, FL,0.857,zip,29.4749621,-82.8598421
20050213,20050219,20 minutes, Oshawa (Canada), ON,0.786,zip,60.0,-96.0
20090721,20090724,30 seconds, Morley (UK/England),,0.762,zip,19.700778906133,-101.184425354004
19990304,19990308,3 minutes, Golden Valley, AZ,0.75,zip,-7.7058333,110.6063889
19800601,20010802,2MINUTES, Plymouth (UK/England),,0.79,zip,41.833436,-70.8328162
20050207,20050209,one min., Tujunga, CA,0.768,zip,55.6225,60.5036111
20100514,20100514,2min, Cedar City, UT,0.746,zip,34.7614289625356,135.515670776367
20040704,20040801,, Casselberry, FL,0.857,zip,28.677775,-81.3278455
20081128,20081129,5 min., Huntington, NY,0.81,zip,33.660297,-117.9992265
20000310,20000309,4 minutes, Duncansville, PA,0.741,zip,19.9,-102.1333333
20030729,20060613,15 min, Atlantic Ocean (Canada), NS,0.759,zip,60.0,-96.0
19571001,20050228,10 seconds, Paterson, NJ,0.857,zip,40.9167654,-74.171811
19670101,20070424,30sec+, Cam Rahn Bay (Viet Nam),,0.739,zip,13.5166667,2.1166667
19971017,20090320,1 hour, Ignacio, CO,0.755,zip,7.85,4.3333333
20000812,20001208,1 min., Lokeren (Belgium),,0.755,zip,42.4671213247137,-2.44541336124527
20071113,20071114,30 seconds, San Diego, CA,0.732,zip,34.2583333,108.9286111
20050105,20050115,16 MINUTES, Wellington, FL,0.857,zip,-41.2833333,174.7666667
20030811,20030816,7 mins., New Westminster (Canada), BC,0.757,zip,60.0,-96.0
19980928,19980928,5min, Crystal Falls, MI,0.738,zip,39.3666667,22.9458333
20050814,20050814,Less than 5 minutes from, Las Vegas, NV,0.857,zip,36.1749705,-115.137223
20020528,20020528,45 SECONDS, Manhattan Beach, CA,0.735,zip,10.3158333,9.8441667
20091221,20091221,1 hour, Stanley, NM,0.857,zip,35.3590256,-81.0970214
19930603,19990602,5 minutes, West Coast, alt. apx 30&apos; k,0.746,zip,13.1666667,32.6666667
20020712,20020712,5 minutes, Barrie (Canada), ON,0.786,zip,60.0,-96.0
20100411,20100412,2 minutes, Merthyr Tydfil (UK/Wales),,0.807,zip,51.75,-3.3833333
19980429,19980505,3 seconds, Simpsonville, SC,0.78,zip,34.9668354,-78.3997245
19980810,19990715,20 min +, Halifax Regonal Municipality (Canada), NS,0.741,zip,60.0,-96.0
20020225,20020225,45sec to 1min, Courtenay (Canada), BC,0.771,zip,60.0,-96.0
19990723,19990727,60-90sec, Huntingdon Valley, PA,0.795,zip,33.660297,-117.9992265
20050418,20050523,unknown, Philadelphia, PA,0.81,zip,40.1253879,-74.9998916
19990521,20020611,20min, Patterson, CA,0.841,zip,40.9167654,-74.171811
20070830,20070830,some minutes, Torrenueva (Granada) (Spain),,0.753,zip,-27.4666667,-58.8333333
20091008,20091009,21:03, Shallotte, NC,0.762,zip,47.0666667,-0.8833333
20080323,20080324,two to three mins., Albuquerque, NM,0.857,zip,35.0844909,-106.6511367
20031231,20040106,few seconds, Selma, OR,0.771,zip,11.65,78.1666667
20060301,20060818,7 seconds, Carlsbad, NM,0.857,zip,33.1580933,-117.3505939
20090725,20090727,3 hrs, Santa Paula, CA,0.743,zip,25.5,69.0
20071127,20080118,, Chippewa Falls, WI,0.736,zip,39.3666667,22.9458333
20050507,20050507,6 seconds, Gothenburg (Sweden),,0.804,zip,40.9294511,-100.1606824
20030516,20030824,1 hour, Round Rock, TX,0.857,zip,30.5082551,-97.678896
20081229,20090107,5 seconds, Mt. Gilead, NC,0.75,zip,36.3666667,140.4666667
20071222,20071223,5 minutes, San Diego, CA,0.732,zip,34.2583333,108.9286111
20080106,20080729,10 seconds, Abilene, TX,0.857,zip,32.4487364,-99.7331439
19760601,20060815,3 minutes, Alexandria, LA,0.857,zip,31.1980556,29.9191667
20041204,20041207,, Recife (Brazil),,0.75,zip,-15.77972,-47.92972
20000615,20020629,5 seconds, Chanhassen, MN,0.857,zip,44.8621853,-93.5307883
20031108,20031119,unknown, Kelowna (Canada), BC,0.78,zip,60.0,-96.0
20080820,20080915,&lt;15 secs, Bloomington (Minneapolis), MN,0.786,zip,44.9799654,-93.2638361
19950825,20051021,4-6 seconds, Cheektowaga (near), NY,0.733,zip,34.6850548003686,135.804850459099
20080817,20080817,1 minute, Washington, D.C.,0.857,zip,47.5001238,-120.5014693
20010709,20010718,+/- 4 mins, Morristown, NJ,0.857,zip,36.2139814,-83.2948922
19790601,20081003,45 mins, Mesa, AZ,0.762,zip,-9.665833333,-35.73527778
20090710,20090711,30 minutes, Tonopah, AZ,0.857,zip,38.0671553,-117.2300825
20041208,20041207,5 to 10 seconds, Myrtle Beach, SC,0.74,zip,10.3158333,9.8441667
19951012,19981106,10 sec., Pueblo, CO,0.857,zip,38.2544472,-104.609141
20010716,20010823,one minute, Buffalo, NY,0.857,zip,42.8864468,-78.8783689
20100807,20100807,3 min, Surprise, AZ,0.857,zip,33.6305938,-112.333216
20061011,20061012,15 MINUTES, Milton, FL,0.81,zip,30.1955556,71.4752778
20010928,20080330,30 minutes, Fulton County (southern location in), GA,0.729,zip,60.0,-96.0
20091122,20091124,1 minute, Johannesburg (South Africa),,0.783,zip,-30.0,26.0
20080802,20080809,10 seconds, Tulsa, OK,0.762,zip,32.7830556,-96.8066667
19950424,19950424,30 min., Beaver Creek, OR,0.727,zip,50.0833333,19.9166667
20080708,20080709,5 seconds, Bothell, WA,0.796,zip,-26.45,29.4666667
20090903,20090907,5 seconds, Los Angeles, CA,0.804,zip,34.3666648,-118.2009079
19990812,20000222,"1min,30sec", North Wilkesboro, NC,0.781,zip,41.2459149,-75.8813075
20080503,20080606,5 minutes, Silver City, NC,0.757,zip,34.7614289625356,135.515670776367
20030324,20030511,5 seconds, Tathra (Australia),,0.747,zip,-35.5,149.0
19870421,19990607,15 min., Hibbing, MN,0.857,zip,47.4271546,-92.9376887
19950720,20090816,4 seconds, Atlanta, GA,0.857,zip,33.7489954,-84.3879824
20070818,20070823,4-5 miles, Westport/Port Henry (between), NY,0.726,zip,-9.4333333,159.95
20070420,20070430,10 seconds, Chico, CA,0.771,zip,22.5175,113.3661111
19920624,20040605,2 odd lights, Laramie, WY,0.857,zip,41.3113669,-105.5911007
19970915,20100713,5 minutes, Houston, TX,0.857,zip,29.7632836,-95.3632715
20090304,20090304,, Granview, MO,0.75,zip,50.0896685232379,17.7038469156728
19860614,20080717,5 MIN, New Rochelle, NY,0.857,zip,40.9114882,-73.7823549
20080315,20080423,3 minutes, Cincinnati, OH,0.857,zip,39.1620036,-84.4568863
20090104,20090116,30 seconds, Manto, NC,0.81,zip,1.5016667,124.8441667
20031201,20031202,5 secs, Mesa, AZ,0.762,zip,-9.665833333,-35.73527778
20040907,20060704,10mins, London (UK/England),,0.771,zip,51.5084152563931,-0.125532746315002
20100815,20100815,20 minutes, Conrad, MT,0.755,zip,5.8166667,116.05
20090406,20090406,7 seconds, Indianapolis, IN,0.857,zip,39.7683765,-86.1580423
20050101,20050101,10 minutes, Fullerton, CA,0.857,zip,33.8702924,-117.925338
19550815,20001104,10 minutes, Eagle Pass, TX,0.857,zip,28.7091433,-100.4995214
20040120,20040120,10 minutes, Maple Valley, WA,0.727,zip,46.7216667,131.1394444
20091231,20091231,5 or 6 minutes, Spring Hill, TN,0.743,zip,51.5,12.0
19990701,20001215,1 minute, Charlotte, NC,0.857,zip,35.2270869,-80.8431268
19690630,20061010,3 minutes, Kyle, TX,0.75,zip,3.4372222,-76.5225
20090224,20090224,1 1/2 hrs, New Bedfor, MA,0.843,zip,41.6362152,-70.934205
20050401,20051226,5- 7 seconds, Petoskey, MI,0.857,zip,45.3733428,-84.9553297
20090116,20090117,20 min, Bakersfield, CA,0.857,zip,35.3732921,-119.0187125
20010728,20010728,15 sec, New Ulm, MN,0.786,zip,48.3984083917668,9.99155044555664
20070721,20080125,30 minutes, Panama City, FL,0.8,zip,8.9666667,-79.5333333
20090224,20090224,3 minutes, Oxnard, CA,0.786,zip,34.1908379,-119.2414984
20100524,20100524,"Still going on, 30 min an", Green Lake, WI,0.746,zip,43.3712591584685,-8.41880102070343
19960717,20040508,fifteen minutes, Saline/Bridgewater, MI,0.739,zip,66.845,32.3622222
19951128,19951128,38 min., Palm Springs, CA,0.766,zip,39.5693907933761,2.65023708343506
20041030,20041101,15 min, Glencoe, IL,0.755,zip,3.0333333,101.45
20010731,20010801,8-10 minutes, Blanchester, OH,0.857,zip,39.2931174,-83.9888205
20060131,20060205,2mins, Changchun (China),,0.765,zip,13.0878385345075,80.2784729003906
19730415,20090430,5 min, Glenolden, PA,0.857,zip,39.9001126,-75.2890745
19991223,19991223,40 seconds, Norman, OK,0.857,zip,35.2225668,-97.4394777
20100310,20100311,Several Minutes, Huson, MT,0.776,zip,33.9876877695569,-6.74351281247603
20081029,20081029,5 minutes, Bowling Green, OH,0.738,zip,43.3712591584685,-8.41880102070343
20100712,20100715,45 minutes, Hayward-Trego, WI,0.762,zip,-29.4833333,141.35
19811020,20051031,about 15 sec, Sherwood, OR,0.857,zip,34.8150907,-92.2243153
20020306,20020310,at least 2 minutes, Wimberley, TX,0.857,zip,29.9974362,-98.0986204
20000527,20000530,2-3 MINUTES, Cancun (Mexico),,0.786,zip,23.0,-102.0
20060722,20060722,2 minutes, St. Louis, MO,0.755,zip,34.7614289625356,135.515670776367
19990202,19990227,10-15 minutes, Hesperia, CA,0.857,zip,34.4263886,-117.3008784
20080802,20080802,15mins, St. Bernardin (Canada), ON,0.765,zip,60.0,-96.0
20000727,20000727,few seconds, Bouse, AZ,0.762,zip,11.85,-15.5833333
20100303,20100304,half hour, Crete, IL,0.857,zip,35.1558457022654,24.89501953125
20081015,20081028,15 seconds, Loretto, TN,0.796,zip,27.506407,-99.5075421
20060901,20060903,5-6 minutes, Gleason, WI,0.776,zip,16.4333333,103.5
19681015,20000122,40 sec, Shadyside, MD,0.857,zip,38.8417821,-76.5121798
19880815,20060513,3 hours, Rosemere (Canada), QC,0.776,zip,60.0,-96.0
19950918,19950918,, Kansas City, KS,0.8,zip,38.5002888,-98.5006275
20020820,20020820,, Virginia Beach, VA,0.802,zip,37.5481160131894,-77.4467468261719
19980715,20070913,10 seconds, Minneapolis, MN,0.857,zip,44.9799654,-93.2638361
20010825,20010828,30 minutes, Oak Harbor, WA,0.73,zip,28.5691677,-81.5439619
20090415,20090428,2sec, Tampa, FL,0.857,zip,27.9475216,-82.4584279
20040421,20040831,about 45 secs., Kemptville (Canada), ON,0.768,zip,60.0,-96.0
20061123,20061123,2 minutes, Macon, MO,0.857,zip,32.8406946,-83.6324022
20010617,20020128,30 seconds, New York City, NY,0.805,zip,43.0003472,-75.4998978
20021101,20040410,1-2 minutes, Calgary (Canada), AB,0.78,zip,60.0,-96.0
20071210,20071213,3 hours, Loch Ness, Inverness (UK/Scotland),0.75,zip,43.703126104186,7.26608276367188
20070204,20070205,4-5 (?) seconds, Naperville, IL,0.857,zip,41.7858629,-88.1472893
19920606,20091217,1 Minute, Tabriz (Iran),,0.8,zip,38.08,46.2919444
19970715,20021120,15 secs, Toronto (Canada), ON,0.78,zip,60.0,-96.0
20041028,20041029,30 SEC, New York City (Queens), NY,0.773,zip,43.0003472,-75.4998978
20000116,20000419,5 min., Christiana, TN,0.8,zip,36.8833783,-87.4833401
20050325,20050326,2 minutes, England (west coast),,0.777,zip,52.1604545577471,-0.703125
20020512,20020521,5 minutes, Lake Mary, FL,0.75,zip,10.5955556,14.3247222
20061020,20061025,approx 2hrs, Victoria (Canada), BC,0.776,zip,60.0,-96.0
20080420,20080420,12 seconds, Chattanooga, TN,0.857,zip,35.0456297,-85.3096801
20000725,20000804,15-20 min, Gilbert, AZ,0.857,zip,33.3528264,-111.789027
20090410,20090410,45 minutos, San Jose (Costa Rica),,0.723,zip,34.2583333,108.9286111
20080925,20080929,30 seconds, Roscoe, IL,0.786,zip,51.6144444,-3.1002778
20080416,20080416,at least 15 minutes, State College, PA,0.738,zip,33.0833333,-7.4166667
20080328,20080328,45 minutes, Pacific, WA,0.839,zip,37.6138253,-122.4869194
20080324,20080324,10 seconds, Paris, TX,0.857,zip,48.85341,2.3488
20051026,20051118,, Tracy, CA,0.771,zip,42.9,71.3666667
20080317,20080317,&lt;1 second, Snellville, GA,0.857,zip,33.857328,-84.0199108
20010416,20010626,2 minuites aprox., Denver, CO,0.857,zip,39.7391536,-104.9847034
20031213,20031213,2-3 seconds, Fullerton, CA,0.857,zip,33.8702924,-117.925338
20090312,20090313,30 seconds, New York City (Staten Island), NY,0.758,zip,43.0003472,-75.4998978
20070412,20070412,25 seconds, Bremerton, WA,0.857,zip,47.5673176,-122.6326391
20060117,20060118,5 minutes, Folsom, CA,0.857,zip,38.6779591,-121.1760583
20061001,20070426,15, Lake Wasahetchie, MI,0.743,zip,18.1988889,120.5936111
20081012,20090406,, Grand Junction, CO,0.758,zip,37.1881683871318,-3.60666990280151
19990720,20000214,1 min, Myrtle Beach, SC,0.74,zip,10.3158333,9.8441667
20091012,20091013,15 minutes, Mcdonough, GA,0.8,zip,40.4667075,-90.6667971
19951101,20031005,around 15 min, Fontana, CA,0.857,zip,34.0922335,-117.435048
20031130,20031130,1 hour, Siren, WI,0.762,zip,42.9786557445606,-82.4040699005127
