date sighted,date reported,duration,city,state,geocode score,geocode precision,latitude,longitude
19950207,19950224,, Renton, WA,0.857,zip,47.4828776,-122.2170661
20080126,20080127,40 seconds, Fort Myers, FL,0.857,zip,26.6216798851156,-81.8405914306641
19980419,19991108,10 minutes, Chicago (near O&apos;hare airport), IL,0.751,zip,41.850033,-87.6500523
20090704,20090708,3 1/2 minutes, Federal Way, WA,0.857,zip,47.3223221,-122.3126222
19680701,20000914,one hour, New Castle, PA,0.857,zip,-32.9271483615446,151.776466369629
20060607,20060608,2 minutes, Willow Springs, IL,0.791,zip,-26.25,28.4
20061215,20070218,3 or 4 mins, East Providence, RI,0.837,zip,4.0,14.0
19990618,19990619,5 min, Fallon, NV,0.776,zip,42.944042,12.701067
20080425,20080516,3 minutes, Hartford, CT,0.796,zip,41.7667668,-72.7662075
20010703,20010704,15 minutes, San Diego, CA,0.732,zip,34.2583333,108.9286111
19730201,20041011,3 seconds, Port Sulphur, LA,0.766,zip,41.15,-8.6166667
19660915,20060310,15 min, Delta Junction, AK,0.736,zip,41.6639383,-83.555212
20020220,20020220,1min, Tucson, AZ,0.857,zip,32.2217429,-110.926479
19790213,20071209,a few minutes, Alexandria, VA,0.857,zip,31.1980556,29.9191667
19991005,20011008,, Yuma (out side of), AZ,0.736,zip,33.2372222,131.6044444
20020701,20060725,10 minutes, North Java, NY,0.714,zip,35.4229095364828,136.760387420654
20030601,20030602,20 minutes, Bayside, NY,0.776,zip,26.8,82.7166667
20091003,20091015,2-3 seconds, Knoxville and Cleveland (between), TN,0.74,zip,36.1658899,-86.7844432
20050622,20050625,3 hours, Carrizozo, NM,0.746,zip,22.3411111,-80.2666667
20090518,20090531,4-5 minutes, Rapid City, SD,0.746,zip,34.7614289625356,135.515670776367
20020602,20090621,5 seconds, Tortuguero (Costa Rica),,0.737,zip,57.0,24.0833333
20050716,20070928,1hour 30 min., Pullman, WA,0.857,zip,46.7312745,-117.1796158
20070930,20071001,15min, Columbus, GA,0.857,zip,39.9611755,-82.9987942
19991018,19991018,5-10 min, Los Angeles, CA,0.804,zip,34.3666648,-118.2009079
20060911,20070619,3 seconds, New York City, NY,0.805,zip,43.0003472,-75.4998978
20011012,20050804,15-20min, Miami (Kendall), FL,0.774,zip,25.7742658,-80.1936589
20080802,20080802,30 seconds, Chehalis, WA,0.857,zip,46.6620478,-122.9640175
19900801,20031220,10 min, Neenah, WI,0.768,zip,38.0333333,23.75
20080804,20080805,15 seconds, Des Moines, IA,0.746,zip,-3.101944444,-60.025
20060812,20060812,5 minutes, Dipolog City (Philippines),,0.727,zip,34.7614289625356,135.515670776367
20001128,20001220,3 min, Oakville (Canada), ON,0.776,zip,60.0,-96.0
20100801,20100801,5 minutes, Woodhull, IL,0.778,zip,39.9667308,-82.8854559
20030609,20030613,3 minutes, Avondale, AZ,0.857,zip,33.4355977,-112.3496021
20070124,20070125,extended, Western Carolinas/ Upstate SC, SC,0.731,zip,34.5833333,135.4666667
20070828,20071012,&lt;5 min, Stafford, VA,0.857,zip,52.8,-2.1
19930712,19980827,5 minutes, Mishawaka, IN,0.857,zip,41.6619927,-86.1586156
20020710,20020710,4 minutes, Redmond, WA,0.857,zip,47.6739882,-122.121512
20010126,20010127,1/2 hour, Crescent City, CA,0.748,zip,45.0,40.0
19710915,19980705,5min., Blacksburg, SC,0.857,zip,37.2295733,-80.4139393
19590630,20100713,Approx. 1/2 hr., New York City (Bronx), NY,0.777,zip,43.0003472,-75.4998978
20080411,20080411,10 seconds, Glendale, CA,0.857,zip,33.5386523,-112.1859866
20030816,20030819,4 seconds, Las Vegas, NV,0.857,zip,36.1749705,-115.137223
19980625,19980706,one hour, Moab (near, in Arches National Park),0.75,zip,34.6850548003686,135.804850459099
20091001,20091001,5 minutes, Providence, RI,0.804,zip,41.8334327,-71.5995085
19830601,20031019,1 minute, San Diego, CA,0.732,zip,34.2583333,108.9286111
20050315,20050719,15 minutes?, Paradise, CA,0.857,zip,36.0971945,-115.1466648
20050719,20050721,1 hour, Lakeview, OR,0.75,zip,42.9472222,72.7644444
20030804,20040514,1.5 seconds, Hereford, AZ,0.769,zip,39.5501074,-76.2996802
19950530,19950530,105 min., Byron, MN,0.771,zip,49.1952226735148,16.6079592704773
20040405,20040406,45 seconds to 1 minute, Yuma, AZ,0.857,zip,32.7253249,-114.624397
20010606,20051117,5-10 min, Longmont, CO,0.857,zip,40.1672069,-105.1019275
20020809,20020810,6 seconds, Martinez, CA,0.782,zip,20.0666667,-97.05
20060507,20060601,, Idaho Falls, ID,0.786,zip,44.5001999,-114.2511761
20000730,20000804,30 seconds, Deer Lake, WA,0.768,zip,15.4888889,120.5986111
20050604,20050619,5 minutes, New York City (Brooklyn), NY,0.767,zip,43.0003472,-75.4998978
19990518,19990518,3-5 seconds, Ventura, CA,0.857,zip,34.2783352,-119.2931676
20030513,20030524,5 min, Georgetown (Canada), ON,0.768,zip,60.0,-96.0
20000825,20000825,4 minutes, Waverly, KY,0.857,zip,42.7392018,-84.620815
20070508,20070522,5 minutes, Portland, ME,0.857,zip,45.5234515,-122.6762071
20020319,20020320,5 minutes, Wisbech (UK/England),,0.777,zip,52.6666667,0.1666667
20090815,20090815,30 minutes, Melbourne (Australia),,0.786,zip,-37.8139965641595,144.963322877884
19950930,19950930,1 min., Anderson, IN,0.796,zip,34.5334403,-82.6498558
0,20001028,5 seconds, Emmett, ID,0.81,zip,39.3416667,29.2605556
19991013,19991014,25 seconds, Santa Fe, NM,0.755,zip,25.5,69.0
20090320,20090323,I didn&apos;t wait to see the, Seattle, WA,0.857,zip,47.6062095,-122.3320708
20050707,20050709,2 minuties, Shiprock, NM,0.857,zip,36.7855543,-108.6870322
20020415,20080207,15 minutes, Lyndhurst, NJ,0.857,zip,40.8120447,-74.1243096
20030616,20030619,12 seconds, Vancouver (Canada), BC,0.771,zip,60.0,-96.0
20041221,20051013,1 hour +, Chillicothe, OH,0.857,zip,39.3331197,-82.9824019
19911210,20040419,3.5 seconds, Grand Rapids, MI,0.792,zip,37.1881683871318,-3.60666990280151
20090423,20090428,45 sec -1:00, Miami, FL,0.857,zip,25.7742658,-80.1936589
19960227,20001123,20 min, Detroit, MI,0.857,zip,42.331427,-83.0457538
19990901,20031215,20-30 minutes, Cleveland, OH,0.857,zip,41.4994954,-81.6954088
20000115,20000122,1 hour, Channelview, TX,0.857,zip,29.7760599,-95.1146533
19790615,20060627,7 Min., Fort Worth, TX,0.857,zip,32.725409,-97.3208496
20010901,20010901,15 min, Zionsville, IN,0.814,zip,39.9403453,-82.0131924
19981130,19981130,30 sec, Huachuca City, AZ,0.75,zip,34.7614289625356,135.515670776367
19980901,19980907,45 minutes, Desert Center (~west to 10 miles east of Chiriaco Summit), CA,0.724,zip,13.8,8.9833333
19990901,19990902,1-2 minutes, Portland, OR,0.857,zip,45.5234515,-122.6762071
20070227,20070325,4 minutes, New Kensington, PA,0.758,zip,-10.8118476304348,-39.4145760652174
19800610,20070319,15 seconds, Seiling, OK,0.816,zip,14.2,121.0
20090706,20090730,15min, New York City (Bronx), NY,0.777,zip,43.0003472,-75.4998978
20040408,20050301,About 20-30 minutes, San Francisco Bay Area, CA,0.729,zip,34.2583333,108.9286111
20050820,20050826,30 secs, Owaneco, IL,0.857,zip,39.4822664,-89.1936976
19991217,19991217,10 sec., Stockholm (Sweden),,0.8,zip,59.3325765361753,18.0649030208588
20091020,20091020,10 seconds, Fayetteville, GA,0.857,zip,35.0526641,-78.8783585
20000901,20000911,15 minutes, Joshua, TX,0.738,zip,45.3,130.9666667
19960701,19990219,about 1 minute, Panama City Beach (behind Club LaVela), FL,0.742,zip,8.9666667,-79.5333333
20000521,20000611,10MIN, NASA-INTERNET TV, TX,0.735,zip,7.0730556,125.6127778
20010109,20010209,6 minues, Sonderborg (Denmark),,0.807,zip,54.9166667,9.8
19671110,19980129,2-3 minutes, Highway 71 between Clearmont, Missouri and Maryville,0.737,zip,20.7502778,-156.5002778
19691115,20071020,7 hours, Vancouver (Canada), BC,0.771,zip,60.0,-96.0
20001030,20001031,5 minutes, McMinnville, OR,0.857,zip,45.2101162,-123.1987163
19940516,19980518,, Nixon, TX,0.829,zip,45.6833333,1.1833333
20071214,20071224,10 minutes, Harrisburg, PA,0.857,zip,40.2737002,-76.8844179
20060719,20060719,20 Sec., Chandigarh (India),,0.81,zip,30.7372222,76.7872222
20100604,20100709,?, Pals (Spain),,0.794,zip,18.7666667,84.4166667
19971028,20040906,3 min, Willow Springs, MO,0.791,zip,-26.25,28.4
20080705,20080807,10 seconds, Surprise, AZ,0.857,zip,33.6305938,-112.333216
19991027,19991027,15 minutes, Kansas City  (over the metro area), MO,0.747,zip,38.5002888,-98.5006275
20050322,20050322,20sec., Chandler, AZ,0.857,zip,33.3061605,-111.8412502
20071211,20071211,2-3 minutes, Tallahassee, FL,0.857,zip,30.4382559,-84.2807329
20090727,20090727,5 minutes, Shongaloo, LA,0.778,zip,-12.5333333,27.85
19990714,19990714,30 seconds, Rochester Hills, MI,0.806,zip,43.1547845,-77.6155568
20000929,20001004,Approx. 5 min., Wichita, KS,0.857,zip,37.6922361,-97.3375448
20080618,20080619,1 min, Jacksonville, FL,0.857,zip,30.3321838,-81.655651
19991030,19991030,20min, Darwen, Lancashire (UK/England),0.833,zip,-12.4611336615902,130.841846466064
20060906,20060906,Still there every night, Oakley, CA,0.762,zip,29.1871986,-82.1400923
20001223,20001224,1 1/2hrs, Chandler, AZ,0.857,zip,33.3061605,-111.8412502
20090430,20090501,10 min, Galt, CA,0.771,zip,23.7333333,86.85
19740630,20090102,30 minutes, Minot, ND,0.762,zip,1.5016667,124.8441667
20011128,20011128,:15, Sarasota, FL,0.857,zip,27.3364347,-82.5306527
20040311,20040822,40 seconds, Ontario, OH,0.857,zip,49.250135627,-84.499834324
20050424,20050424,15 SECONDS, Mattituck, NY,0.857,zip,40.9912115,-72.5342547
20100728,20100728,6 minutes, Walatka, FL,0.804,zip,35.3356496,-96.1363921
20001029,20001029,5 minutes, Munroe Falls, OH,0.753,zip,31.6362673313256,-7.9851177697402
19990115,19990123,1 minute, Stevenage, Herts (UK/England),0.794,zip,58.9666667,5.75
19950923,19950926,, Washington County, OR,0.732,zip,60.0,-96.0
20060828,20060831,60 Seconds, Bobcaygeon (Canada), ON,0.768,zip,60.0,-96.0
19981115,20020305,About 2-3 minutes, Justice, IL,0.857,zip,41.7444765,-87.8378337
20100721,20100722,5 sec, Hammond (near; on hwy.), LA,0.741,zip,34.6850548003686,135.804850459099
20050714,20051123,West, Vanderbilt, MI,0.806,zip,-26.7,27.8166667
20070801,20070810,5 seconds, Umatilla, OR,0.857,zip,45.9173549,-119.3425179
20060812,20061013,Short, Kirkland, WA,0.857,zip,47.6814876,-122.2087353
20060429,20060430,3-5 minutes, Portland, OR,0.857,zip,45.5234515,-122.6762071
19990217,19990303,15 mins., Lee Vining (Mt. Warren), CA,0.731,zip,36.3666667,140.4666667
20000731,20000802,UP TO 1 SECOND, Kent, WA,0.738,zip,60.0,-96.0
20100715,20100721,15 min, Citronelle, AL,0.857,zip,31.0907338,-88.2280622
19760728,20051227,15 minutes, Fort Lauderdale, FL,0.857,zip,26.1223084,-80.1433786
20090110,20090112,about 1 hour, Reseda/Studio City, CA,0.75,zip,34.7614289625356,135.515670776367
19930630,20071021,10 minutes, Massachusets Turnpike, MA,0.8,zip,42.3656470028119,-71.1083221435547
20050930,20051002,10 minutes, Vacaville, CA,0.857,zip,38.3565773,-121.9877444
19950615,20031220,15 seounds, Lakewood, CA,0.857,zip,39.7047095,-105.0813734
20090930,20091001,20 minutes, Houston, TX,0.857,zip,29.7632836,-95.3632715
20090825,20090825,2 min, Saint Paul, MN,0.762,zip,25.5,69.0
20100727,20100728,4 hours, Sedro Woolley, WA,0.726,zip,17.6833333,73.9833333
20050928,20050928,45 minutes, Morgantown, WV,0.753,zip,35.3001543,-79.4830841
19970610,20070930,5 mins., Newport, ME,0.857,zip,51.5877363767512,-2.99835026264191
19991222,20010208,0.1, Jacksonville, FL,0.857,zip,30.3321838,-81.655651
20061001,20061016,1 1/4 minutes, Canon City, CO,0.746,zip,34.7614289625356,135.515670776367
20040804,20040805,2 min, Bloomfield Hills, MI,0.81,zip,40.806767,-74.1854226
20050116,20050120,10 minutes, South El Monte, CA,0.726,zip,1.5016667,124.8441667
20051030,20051107,2 Sec., Sonoma, CA,0.786,zip,30.1333333,75.8
20050611,20050613,5-7 min, Gresham, OR,0.857,zip,45.4981757,-122.4314796
20081028,20081029,30 seconds, Dallas, TX,0.857,zip,32.7830556,-96.8066667
20070414,20070414,10 minutes, Castroville, CA,0.833,zip,37.6940973,-122.0863522
20010422,20010422,3 min, Wyoming, MI,0.857,zip,43.0002381,-107.5009043
20020721,20020808,, Javea Port (Spain),,0.714,zip,35.4229095364828,136.760387420654
20081128,20081129,1 hour, Jefferson Hills, PA,0.8,zip,38.1834025,-85.6499601
20090208,20090330,1 hour, Saint Croix Falls, WI,0.743,zip,25.5,69.0
19600715,20070831,~7 sec., Pacific Coast Highway, CA,0.737,zip,13.1666667,32.6666667
20040820,20040827,10m, Des Moines, IA,0.746,zip,-3.101944444,-60.025
20090706,20090711,2 hours, Boca Raton, FL,0.746,zip,40.3952778,49.8822222
20090905,20090906,40 min, Newark, DE,0.857,zip,40.735657,-74.1723667
20020727,20020805,1 minute, Simi Valley, CA,0.757,zip,50.9197222,34.7819444
19981118,19981119,5 seconds, New Kent, VA,0.714,zip,60.0,-96.0
19670801,20050706,3-5 Minutes, New York City (Middle Village) (Queens), NY,0.748,zip,43.0003472,-75.4998978
19950821,19950822,35 min., Dowling, MI,0.796,zip,42.2930556,123.8413889
20070731,20070731,2 minutes, Ottawa (Kars) (Canada), ON,0.768,zip,60.0,-96.0
20050823,20050823,@45 SECS, Marietta, GA,0.75,zip,28.9833333,77.7
20081116,20081123,less that a minute, Atlantic City, NJ,0.786,zip,33.7489954,-84.3879824
20021014,20021014,1minute, Murphys, CA,0.755,zip,41.3077778,22.435
19790909,20050516,10 seconds, Mount Wilson Observatory (Los Angeles), CA,0.741,zip,34.3666648,-118.2009079
20100419,20100419,30 secs, Cocoa, FL,0.776,zip,-3.736111111,-38.65305556
20000613,20030628,10min, Sincelejo (Colombia),,0.765,zip,6.9319444,79.8477778
20040522,20040522,2 seconds, High Falls, NY,0.746,zip,39.3666667,22.9458333
19890615,20011116,aprox. 3 min but seemed l, Bakersfield, CA,0.857,zip,35.3732921,-119.0187125
20080224,20080225,3 to 5 minutes, Riverside, CA,0.8,zip,33.7333527,-116.0508341
19730707,20050913,1 hour, Odessa, TX,0.833,zip,46.4774726081453,30.7326221466064
20000209,20000323,45 minutes, Northport (5 miles north of), WA,0.721,zip,8.15,4.7166667
20081213,20081213,2 seconds, Torrance, CA,0.857,zip,33.8358492,-118.3406288
19980915,20091009,1 minute, Edmond, OK,0.804,zip,53.550135939,-113.468712219
19990620,20050501,1-2 minutes, Palmetto, GA,0.857,zip,27.5214269,-82.5723193
20050317,20050424,3 minutes, Millstone, KY,0.794,zip,46.1833333,27.9166667
20040325,20040409,15 minutes, Fischer, TX,0.776,zip,50.5293054028279,15.1579422632726
20100509,20100510,15 Minutes, Pleasantville, NJ,0.802,zip,37.6624312,-121.8746789
19990225,19990323,dunno, Dayton, OH,0.755,zip,35.5833333,-5.5
19621115,20080520,5 mins, Cardiff (UK/Wales),,0.786,zip,51.48,-3.18
20010923,20010923,30 Seconds, Snellville, GA,0.857,zip,33.857328,-84.0199108
20040325,20040325,approx: 20 seconds, New-Wes-Valley (Canada), NF,0.762,zip,60.0,-96.0
20080618,20080628,5-7 minutes, Maryville, MO,0.857,zip,35.7564719,-83.9704593
20040829,20040829,30 seconds, London (UK/England),,0.771,zip,51.5084152563931,-0.125532746315002
19970410,19970423,4 hrs., Tompson, GA,0.837,zip,31.9037814,-94.3952022
20090630,20090704,50 seconds, Kingston (Canada), ON,0.776,zip,60.0,-96.0
19751120,20050904,30 sec?, Hudson, NY,0.857,zip,42.7648108,-71.4397876
20000412,20000508,10-15 sec, Fayetteville (outside of), AR,0.796,zip,35.0526641,-78.8783585
20030808,20040128,1 minute, Aztalan State Park, WI,0.75,zip,33.0833333,-7.4166667
20041105,20041112,10 Minutes, Fort Lewis, WA,0.746,zip,51.6,6.6833333
20030819,20030821,5 min, Mansfield, PA,0.857,zip,53.1333333,-1.2
0,19990220,20 Seconds, Izmir (Turkey),,0.779,zip,38.4621917230683,27.09228515625
20020711,20020717,5m30s, Vaughan (North of Toronto) (Canada), ON,0.746,zip,60.0,-96.0
19990724,19990725,1min, Philadelphia, PA,0.81,zip,40.1253879,-74.9998916
20020907,20020908,15 minutes, Portsmouth, OH,0.857,zip,50.8090805768295,-1.07142448425293
20040315,20060412,1-3 hrs, Adelaide  (South Australia),,0.766,zip,-34.9333333,138.6
20000926,20000926,2 minutes, Jordan, MN,0.857,zip,10.6,122.6166667
20090109,20090110,4 minutes, Huntsville, AL,0.857,zip,34.7303688,-86.5861037
20051023,20051022,2 min, Fort Worth, TX,0.857,zip,32.725409,-97.3208496
20070522,20070522,3min, Everett, WA,0.857,zip,47.9789848,-122.2020794
20031220,20040119,10 minutes, Walterboro, SC,0.857,zip,32.9051704,-80.6667688
20040925,20070107,1 minute, Gibson City, IL,0.757,zip,34.7614289625356,135.515670776367
20010101,20001231,4 minutes, New Plymouth (New Zealand),,0.782,zip,-42.0,174.0
20081027,20081028,from 22:00 until we stop, Portland, TN,0.857,zip,45.5234515,-122.6762071
20020802,20020805,5-10 minutes, Henderson, NV,0.857,zip,36.0396988,-114.9819368
20070908,20070908,5 seconds, Fredericton (Canada), NB,0.765,zip,60.0,-96.0
20070422,20070424,3 minutes, New Ipswich, NH,0.814,zip,52.0546544307833,1.15699768066406
19850615,20091014,1 minute, Grayridge (outside of; 1/2 mile S.), MO,0.726,zip,8.15,4.7166667
20070309,20070309,10 seconds, Tempe, AZ,0.8,zip,27.9475216,-82.4584279
20050615,20100602,3 min, Pendleton, KY,0.746,zip,-38.8833333,-62.0833333
20050212,20050220,2 seconds, Stonefort, IL,0.794,zip,52.1504493575186,7.33663558959961
20090128,20090228,5 minutes, Louisville, KY,0.857,zip,38.2542376,-85.759407
19970612,20080212,20 to25 min, Hieleah, FL,0.776,zip,51.5,12.0
19731008,20000713,4 sec, Tupelo, MS,0.857,zip,34.2576067,-88.7033859
19651012,20080122,1 minute, Pittsburgh, PA,0.857,zip,40.4406248,-79.9958864
20011011,20011027,5 minutes, Columbia, MS,0.804,zip,6.9319444,79.8477778
20090708,20090708,20 seconds, Tucson, AZ,0.857,zip,32.2217429,-110.926479
20040119,20040123,2 minutes, Moody/McGregor (between, rural ),0.764,zip,33.8176114,-83.8074003
20020125,20020302,2 minutes, Bigelow, AR,0.755,zip,15.0666667,43.2833333
20100803,20100803,4minutes, Naval weapons base Fallbrook, CA,0.731,zip,11.85,-15.5833333
19960321,20041007,5 to 10 minuets, Three Rivers, MI,0.753,zip,14.5666667,100.7333333
19971114,19981217,20 minutes, Birch Bay, WA,0.778,zip,31.2333333,34.7833333
20080108,20091029,1min, New orleans, LA,0.758,zip,30.0335344,-89.950068
19860510,20000110,15 minutes, Crab Orchard, KY,0.753,zip,22.35,82.6833333
20030803,20030804,45 sec., Joshua Tree, CA,0.729,zip,45.3,130.9666667
20000729,20000814,3-4 seconds, Bonham (northeast of), TX,0.756,zip,41.1381518,-73.5434574
20010614,20021014,10 min, Orinda, CA,0.857,zip,37.8771476,-122.1796888
20090222,20090416,5 minutes, Dover, DE,0.8,zip,56.8619444,35.8930556
19970801,20090808,1 min, Denver, CO,0.857,zip,39.7391536,-104.9847034
20060330,20070204,8 seconds, Franklin, MA,0.796,zip,39.966731,-83.0165727
19570814,19991011,15 seconds, Ticonderoga, NY,0.752,zip,48.84465,12.958375
19990920,19990920,6 to 10 seconds, Hattiesburg, MS,0.857,zip,31.3271189,-89.2903392
20090509,20090509,5 seconds, Bideford (UK/England),,0.765,zip,52.1345944105091,-0.466318130493164
19660930,20030202,1 Minute, Huntington, WV,0.81,zip,33.660297,-117.9992265
20080704,20080708,15 minutes, Excelsior, MN,0.795,zip,39.3391713,-94.2260559
19850816,20050707,1.5, Columbia, AL,0.804,zip,6.9319444,79.8477778
20090912,20090912,10 Seconds, Edmonds, WA,0.804,zip,53.550135939,-113.468712219
20051019,20051019,10 seconds, Chillicothe, OH,0.857,zip,39.3331197,-82.9824019
20091103,20091103,20 Seconds approx, Laurel, MD,0.755,zip,30.3666667,68.6
20100410,20100410,10 - 15 seconds, Fargo, ND,0.857,zip,46.8771863,-96.7898034
20060716,20060716,5 mins, Coventry (UK/England),,0.782,zip,52.4065556183991,-1.51216506958008
20050419,20050420,15 seconds, San Pedro Town, Ambergris Caye,0.738,zip,36.1852778,117.12
20031015,20031016,30 minutes, Knoxville, TN,0.794,zip,36.1658899,-86.7844432
20020706,20020706,15min, Cloverdale, CA,0.735,zip,36.0668022,-79.7997534
20061102,20070101,40 seconds, Toronto (Canada), ON,0.78,zip,60.0,-96.0
20061015,20080110,seconds, Las Cruces, NM,0.778,zip,40.357027,18.172023
19940901,20071114,1 minute, Sitka, OR,0.743,zip,10.3,105.7666667
20080213,20080213,30 seconds, Cape Coral, FL,0.762,zip,41.1591667,27.8
20040415,20040420,About 10 seconds, San Clemente, CA,0.727,zip,34.2583333,108.9286111
20090818,20090818,30 seconds, Omaha, NE,0.857,zip,41.2586096,-95.937792
20030726,20030816,5 seconds, Wardner (Canada), BC,0.78,zip,60.0,-96.0
20000423,20000503,12 seconds, Nevada (On west bound airplane over northern), NV,0.737,zip,39.2502081,-116.7511911
19990213,19990214,10 min, Walnut Creek, CA,0.714,zip,50.0833333,19.9166667
20100404,20100404,4 - 6 minutes, Los Angeles, CA,0.804,zip,34.3666648,-118.2009079
19640510,20031106,15 minutes, Pineville, KY,0.778,zip,18.9833333,73.1
20070422,20070423,17:00, Wapato, WA,0.857,zip,46.4476278,-120.4203382
19980629,19990203,11:45pm, Waterford, WI,0.857,zip,42.7022527,-83.402718
20080621,20080623,5 seconds, Newtown, CT,0.837,zip,42.3370414,-71.2092214
19890515,20030203,, Tyler, TX,0.776,zip,-23.35,43.6666667
19770417,19991027,20 min +, Augusta (Ft. Gordon), GA,0.781,zip,41.25,45.5
20090718,20090720,17 minutes, Escondido, CA,0.857,zip,33.1192068,-117.086421
19941005,20090104,30-45min, Circleville, OH,0.857,zip,39.600618,-82.9460133
20080713,20080713,approx 1 hour, Florence, AZ,0.857,zip,43.7666667,11.25
20050925,20050926,3 minutes, Grantville, GA,0.75,zip,47.9416545,-97.4336957
19890801,20080216,10-15 Min., Elk Park, NC,0.735,zip,9.35,2.6166667
20080514,20080515,20-30 sec., Flint, MI,0.857,zip,43.0125274,-83.6874562
19900805,19991230,2 minutes, Carbondale, CO,0.762,zip,45.576473,9.071743
19900615,20021105,15 mins, Renfrew (UK/Scotland),,0.773,zip,55.8666667,-4.3666667
20040302,20040303,5 minutes, Pasadena, CA,0.857,zip,29.6910625,-95.2091006
20030101,20050224,10 minutes, Imperial Beach, CA,0.736,zip,10.3158333,9.8441667
20080706,20080706,6 seconds, San Antonio, TX,0.743,zip,34.2583333,108.9286111
20091018,20091020,~30 seconds, Milwaukee, WI,0.857,zip,43.0389025,-87.9064736
19990601,20050822,five minutes, Marlborough, MA,0.857,zip,42.3490930324696,-71.5454578399658
20001120,20001120,, Hazelwood, MO,0.857,zip,38.7714396,-90.3709489
20081120,20081120,about 20 mins., Portsmouth, VA,0.857,zip,50.8090805768295,-1.07142448425293
19741001,20061114,2 seconds, Deerwood, MN,0.857,zip,46.4735725,-93.8988695
20000725,20000725,5 minutes, Gilbert, AZ,0.857,zip,33.3528264,-111.789027
20040715,20050412,30 seconds, Lewiston, ID,0.857,zip,44.100351,-70.2147764
20040711,20040711,3 mins, Gosport (UK/England),,0.732,zip,25.25,89.5
19971114,19971119,unknow, Alaska Airlines/Sea-Tac to Anchorage (Canada), BC,0.737,zip,60.0,-96.0
20031026,20051127,1 minute, York, PA,0.857,zip,53.9666667,-1.0833333
20070812,20070813,45 min, Rolla, MO,0.771,zip,14.4833333,121.5666667
20000202,20000208,aprox. 2 min, Seattle, WA,0.857,zip,47.6062095,-122.3320708
20100814,20100821,5-7seconds, Waterville, WA,0.857,zip,44.5520105,-69.6317121
19770615,20051111,2hours, Indiana (northern; outside sawmill), IN,0.729,zip,6.0,48.0
19780601,20080331,10-15 min, Attica, MI,0.857,zip,37.9203678359435,23.9035034179688
19971004,19971004,still there, Scottsdale, AZ,0.792,zip,13.0833333,5.25
19780301,20010908,1 Min., Stoughton, MA,0.857,zip,42.1250995,-71.1022712
20071104,20071105,45 minutes, Parkland, WA,0.857,zip,47.1553769,-122.4340113
19530801,20040117,5 minutes, Berkeley, MO,0.857,zip,37.8715926,-122.272747
20011121,20011121,3 min, Morgan Hill, CA,0.743,zip,51.5,12.0
20020108,20020108,60secs., Pontotoc, MS,0.796,zip,34.6875881,-96.6877879
20040516,20040516,20 minutes, Rocklin, CA,0.776,zip,41.1667617,-74.0495861
20031109,20040428,2.5 Hr., Kau, HI,0.714,zip,10.1622222,-66.8852778
20080612,20080613,2 minutes, Alpine, UT,0.857,zip,32.8350521,-116.7664109
20080429,20090503,, Memphis, TN,0.857,zip,35.1495343,-90.0489801
19940601,19970810,5.00 min, Christchurch (New Zealand),,0.779,zip,-42.0,174.0
20020822,20020825,30-45 Minutes, Shropham Norfolk (UK/England),,0.762,zip,42.1667652,-71.2494989
19981012,19990322,30min, Asheville, NC,0.857,zip,35.6009452,-82.554015
20020930,20021015,10/min, Huber Heights, OH,0.75,zip,22.8344444,88.6275
20051030,20051030,30 minutes, Turnpike, NJ,0.766,zip,-69.1333333,-66.8666667
20031216,20031217,6-7 seconds, Cliff, NM,0.714,zip,43.550096829,-80.249670076
20080108,20080115,3-4 minutes, Azle, TX,0.762,zip,23.7333333,92.7166667
20060526,20060718,20 min, Scottsdale, AZ,0.792,zip,13.0833333,5.25
20061109,20061115,"approx.20 ,min", Kosse, TX,0.714,zip,31.5,34.4666667
20040704,20050423,5 seconds, Hollis, NH,0.762,zip,25.3166667,85.2833333
19950703,20071120,5 minutes, Penticton (Canada), BC,0.771,zip,60.0,-96.0
20060605,20060625,5 - 10 mins., Chicago area, IL,0.805,zip,41.850033,-87.6500523
20040711,20040713,aprx. 20.mins., Lake Cowichan (Canada), BC,0.762,zip,60.0,-96.0
20040309,20040309,1 hour 45min., Tom, OK,0.786,zip,5.6166667,-0.0166667
20091128,20091128,10 seconds, Petersburg, IL,0.857,zip,37.2279279,-77.4019267
19950805,19981212,3 minutes, Phillips, WI,0.762,zip,39.2047222,20.8822222
20030706,20030706,30 seconds, Cambridge, MA,0.857,zip,52.2,0.1166667
20051226,20051227,3 minutes, Centralia, WA,0.773,zip,7.0,21.0
19950401,20040410,1 or 2 minutes, Albany, OR,0.857,zip,42.6525793,-73.7562317
20051018,20051019,12 minutes, Louisville, KY,0.857,zip,38.2542376,-85.759407
20050120,20050120,4 minutes, Thetford, VT,0.839,zip,41.978332,-100.5762518
20041201,20041206,40 min, Riverside, CA,0.8,zip,33.7333527,-116.0508341
20020512,20020527,night, Flushing, NY,0.857,zip,43.0630834,-83.8510732
19990901,20030129,20-45 mins, Adelaide (Australia),,0.782,zip,-34.9333333,138.6
20070811,20070811,five minutes, Clarklake, MI,0.752,zip,41.0583883,-81.8979171
20010623,20010722,not sure, Pocatello, ID,0.857,zip,42.8713032,-112.4455344
20051226,20060202,1 min, Charlotte, VT,0.857,zip,35.2270869,-80.8431268
20020603,20020603,20 secs, Brantford (Canada), ON,0.771,zip,60.0,-96.0
